country,year,GDP,ITM,POP,PerCapitaGDP,PerCapitaITM
RUS,1993,2390334807.0,39747000.0,148431.0,16104.01335974291,267.7809891464721
RUS,1994,2089875555.0,21037000.0,148412.0,14081.580701021481,141.74729806215132
RUS,1995,2003280967.0,21894000.0,148289.0,13509.30255784313,147.64412734592585
RUS,1996,1931162853.0,19600000.0,148074.0,13041.876717046882,132.36624930777853
RUS,1997,1958199133.0,18600000.0,147769.0,13251.75871123172,125.87213826986715
RUS,1998,1854414579.0,18400000.0,147381.0,12582.453498076415,124.84648631777502
RUS,1999,1973097112.0,21589000.0,146920.0,13429.738034304384,146.94391505581268
RUS,2000,2170406823.0,29412000.0,146396.0,14825.588287931365,200.9071286100713
RUS,2001,2280923596.0,31861000.0,145815.0,15642.585440455372,218.5028975071152
RUS,2002,2389123082.0,29260000.0,145195.0,16454.582334102415,201.52209098109438
RUS,2003,2563430022.0,32700000.0,144585.0,17729.57099284158,226.16453989003008
RUS,2004,2747380458.0,35200000.0,144045.0,19073.070623763408,244.36807941962581
RUS,2005,2922558574.0,36200000.0,143618.0,20349.528429584036,252.05754153379104
RUS,2006,3160847399.0,41520000.0,143323.0,22054.013654472765,289.6953036149118
RUS,2007,3430628260.0,46959000.0,143150.0,23965.269018512052,328.0405169402724
RUS,2008,3610666037.0,40896000.0,143083.0,25234.766093805694,285.820118392821
RUS,2009,3328279998.0,28477000.0,143093.0,23259.55845499081,199.0104337738394
RUS,2010,3478176597.0,41444000.0,143154.0,24296.747537616833,289.5064056889783
RUS,2011,3661994244.0,47981000.0,143264.0,25561.161519991067,334.9131672995309
RUS,2012,3795873150.0,49488000.0,143421.0,26466.648189595668,345.0540715794758
RUS,2013,3863642942.0,49671000.0,143598.0,26905.96625301188,345.90314628337444
RUS,2014,3892179838.0,49423000.0,143761.0,27073.961909001748,343.7858668206259
RUS,2015,3782099620.0,44746000.0,143888.0,26285.024602468588,310.97798287556986
RUS,2016,3773593262.0,43424000.0,143965.0,26211.8797068732,301.62886812766993
RUS,2017,3831919060.0,,143989.0,26612.58193334213,
RUS,2018,3970161309.0,,143965.0,27577.267453895045,
RUS,2019,4100894051.0,,143895.0,28499.211584836165,
RUS,2020,4227123346.0,,143787.0,29398.50852997837,
RUS,2021,4351665391.0,,143636.0,30296.481320838786,
RUS,2022,4476521508.0,,143442.0,31207.885472874055,
RUS,2023,4602990138.0,,143204.0,32142.888033853804,
RUS,2024,4731838474.0,,142925.0,33107.14342487318,
RUS,2025,4863433859.0,,142607.0,34103.7526839496,
RUS,2026,4997824368.0,,142254.0,35133.102534902355,
RUS,2027,5134736241.0,,141866.0,36194.26952899215,
RUS,2028,5273529221.0,,141448.0,37282.458719812224,
RUS,2029,5413199016.0,,141006.0,38389.84877239267,
RUS,2030,5552444156.0,,140544.0,39506.803250227684,
RUS,2031,5689705503.0,,140063.0,40622.47347979124,
RUS,2032,5823179932.0,,139569.0,41722.58833981758,
RUS,2033,5950780590.0,,139068.0,42790.43769954267,
RUS,2034,6070005041.0,,138569.0,43804.92780492029,
RUS,2035,6179099594.0,,138077.0,44751.11418990853,
RUS,2036,6276531456.0,,137595.0,45615.98499945492,
RUS,2037,6361060976.0,,137127.0,46388.09990738513,
RUS,2038,6431949607.0,,136676.0,47059.8320626884,
RUS,2039,6489104044.0,,136244.0,47628.54910307977,
RUS,2040,6533191263.0,,135837.0,48095.81530069127,
RUS,2041,6565698697.0,,135453.0,48472.15415679239,
RUS,2042,6588875855.0,,135094.0,48772.52768442714,
RUS,2043,6605650713.0,,134755.0,49019.70771399948,
RUS,2044,6619515313.0,,134434.0,49239.889559188894,
RUS,2045,6634323157.0,,134128.0,49462.62642401288,
RUS,2046,6654065263.0,,133833.0,49719.16689456263,
RUS,2047,6682588232.0,,133550.0,50038.09982777986,
RUS,2048,6723388366.0,,133274.0,50447.862043609406,
RUS,2049,6779441533.0,,133002.0,50972.478105592396,
RUS,2050,6853000162.0,,132730.0,51631.13208769683,
SIN,1980,43565294.0,1793000.0,2415.0,18039.459213250517,742.4430641821946
SIN,1981,46898900.0,2114000.0,2463.0,19041.372310190825,858.3028826634186
SIN,1982,49221693.0,2561000.0,2520.0,19532.417857142857,1016.2698412698413
SIN,1983,54074169.0,2775000.0,2583.0,20934.637630662022,1074.3321718931475
SIN,1984,59172628.0,2282000.0,2647.0,22354.60068001511,862.1080468454854
SIN,1985,60069938.0,1914000.0,2709.0,22174.2111480251,706.5337763012182
SIN,1986,62218589.0,1937000.0,2767.0,22485.93747741236,700.0361402240694
SIN,1987,69256066.0,2216000.0,2823.0,24532.789939780374,784.9805171803047
SIN,1988,76532623.0,2545000.0,2880.0,26573.827430555557,883.6805555555555
SIN,1989,83719016.0,3021000.0,2944.0,28437.165760869564,1026.1548913043478
SIN,1990,110272033.0,3453000.0,3013.0,36598.749751078656,1146.0338533023564
SIN,1991,117646008.0,3631000.0,3097.0,37987.08685824992,1172.4249273490475
SIN,1992,125984288.0,3399000.0,3189.0,39505.891502038256,1065.8513640639699
SIN,1993,140519583.0,4156000.0,3288.0,42737.09945255474,1263.9902676399026
SIN,1994,155871988.0,4089000.0,3385.0,46047.854652880356,1207.976366322009
SIN,1995,166826743.0,4993000.0,3479.0,47952.498706524864,1435.182523713711
SIN,1996,179392023.0,4872000.0,3566.0,50306.23191250701,1366.236679753225
SIN,1997,194265627.0,5611000.0,3650.0,53223.4594520548,1537.2602739726028
SIN,1998,189942770.0,4820000.0,3732.0,50895.70471596999,1291.5326902465167
SIN,1999,201520171.0,3706000.0,3819.0,52767.785022257136,970.4111023828227
SIN,2000,219450517.0,3730000.0,3914.0,56068.093254982115,952.9892692897291
SIN,2001,217360712.0,3547000.0,4019.0,54083.282408559346,882.5578502114954
SIN,2002,226515264.0,3781000.0,4131.0,54833.034132171386,915.2747518760591
SIN,2003,236561959.0,3645000.0,4249.0,55674.7373499647,857.8489056248529
SIN,2004,259151676.0,3996000.0,4370.0,59302.44302059497,914.4164759725401
SIN,2005,278559953.0,3440000.0,4491.0,62026.264306390556,765.9763972389223
SIN,2006,303240911.0,3000000.0,4612.0,65750.4143538595,650.4770164787511
SIN,2007,330870789.0,3800000.0,4732.0,69921.97569737954,803.0431107354184
SIN,2008,336785502.0,4226000.0,4851.0,69425.99505256648,871.1605854462997
SIN,2009,334753377.0,3540000.0,4966.0,67409.0569875151,712.8473620620217
SIN,2010,385771054.0,3350000.0,5074.0,76028.98186834845,660.228616476153
SIN,2011,410270113.0,4900000.0,5176.0,79263.932187017,946.6769706336939
SIN,2012,427022663.0,4782000.0,5271.0,81013.59571238855,907.2282299373933
SIN,2013,448848164.0,5345000.0,5361.0,83724.70882298079,997.0154821861593
SIN,2014,466280921.0,4791000.0,5448.0,85587.54056534509,879.4052863436124
SIN,2015,476730547.0,5019000.0,5535.0,86130.18012646794,906.7750677506775
SIN,2016,488157880.0,3540000.0,5623.0,86814.49048550596,629.557175884759
SIN,2017,505822080.0,,5709.0,88600.81975827641,
SIN,2018,527087518.0,,5792.0,91002.67921270718,
SIN,2019,548996855.0,,5868.0,93557.74625085208,
SIN,2020,570767354.0,,5935.0,96169.73108677338,
SIN,2021,592633177.0,,5991.0,98920.57703221499,
SIN,2022,614391089.0,,6040.0,101720.37897350993,
SIN,2023,636166049.0,,6081.0,104615.3673737872,
SIN,2024,658110871.0,,6119.0,107552.02990684753,
SIN,2025,680301410.0,,6157.0,110492.35179470522,
SIN,2026,702718125.0,,6196.0,113414.80390574565,
SIN,2027,725193852.0,,6234.0,116328.81809432147,
SIN,2028,747750054.0,,6273.0,119201.34768053563,
SIN,2029,770432582.0,,6308.0,122135.79296131896,
SIN,2030,793250941.0,,6342.0,125078.98785871964,
SIN,2031,815107528.0,,6374.0,127880.06401004079,
SIN,2032,837079274.0,,6403.0,130732.35577073247,
SIN,2033,859222549.0,,6431.0,133606.3674389675,
SIN,2034,881486976.0,,6456.0,136537.63568773234,
SIN,2035,903975793.0,,6480.0,139502.437191358,
SIN,2036,927446501.0,,6501.0,142662.12905706814,
SIN,2037,951280436.0,,6520.0,145901.90736196318,
SIN,2038,975362265.0,,6536.0,149229.23271113832,
SIN,2039,999646305.0,,6551.0,152594.45962448482,
SIN,2040,1024097294.0,,6563.0,156041.03214993145,
SIN,2041,1048308222.0,,6573.0,159487.02601551803,
SIN,2042,1072518765.0,,6581.0,162972.0050144355,
SIN,2043,1096849594.0,,6587.0,166517.3210869895,
SIN,2044,1121332634.0,,6590.0,170156.69711684372,
SIN,2045,1146133994.0,,6592.0,173867.4141383495,
SIN,2046,1171355261.0,,6592.0,177693.45585558252,
SIN,2047,1197216295.0,,6591.0,181644.10483993325,
SIN,2048,1223451954.0,,6587.0,185737.354486109,
SIN,2049,1249956195.0,,6581.0,189934.08220635162,
SIN,2050,1276627451.0,,6575.0,194163.87087452473,
THA,1980,126156764.0,1974000.0,47483.0,2656.8827580397196,41.57277341364278
THA,1981,133677480.0,1839000.0,48460.0,2758.5117622781677,37.948823772183246
THA,1982,140922646.0,2430000.0,49423.0,2851.357586548773,49.16739170022055
THA,1983,148898835.0,2901000.0,50380.0,2955.5147876141327,57.582373957919806
THA,1984,157578837.0,2417000.0,51346.0,3068.96032797102,47.072800218127995
THA,1985,165016085.0,2907000.0,52329.0,3153.4347111544266,55.55237057845554
THA,1986,174259678.0,2135000.0,53340.0,3266.9605924259467,40.026246719160106
THA,1987,190962300.0,3109000.0,54369.0,3512.337913149037,57.183321377991135
THA,1988,216460950.0,4094000.0,55371.0,3909.2837405862274,73.9376207762186
THA,1989,242983592.0,5083000.0,56285.0,4317.022155103491,90.30825264280004
THA,1990,396505938.0,6783000.0,56583.0,7007.50999416786,119.87699485711256
THA,1991,430439948.0,7114000.0,57258.0,7517.55122428307,124.24464703622202
THA,1992,465234079.0,8568000.0,57838.0,8043.744233894671,148.13790241709603
THA,1993,503620744.0,8055000.0,58365.0,8628.81425511865,138.0107941403238
THA,1994,543894815.0,11375000.0,58901.0,9234.050610346174,193.1206600906606
THA,1995,588060498.0,11958000.0,59491.0,9884.86490393505,201.00519406296752
THA,1996,621299877.0,9684000.0,60152.0,10328.83157667243,160.99215321186327
THA,1997,604191822.0,8366000.0,60863.0,9927.079210686295,137.45625421027555
THA,1998,558069428.0,4187000.0,61598.0,9059.862787752849,67.9729861359135
THA,1999,583586027.0,6909000.0,62307.0,9366.299565056896,110.88641725648803
THA,2000,609588730.0,7177000.0,62958.0,9682.466565011595,113.99663267575208
THA,2001,630584452.0,8178000.0,63543.0,9923.743795540027,128.7002502242576
THA,2002,669358332.0,10806000.0,64073.0,10446.808047071308,168.65138201738642
THA,2003,717480711.0,11896000.0,64555.0,11114.254682054063,184.27697312369298
THA,2004,762605143.0,14144000.0,65002.0,11732.025829974462,217.59330482139012
THA,2005,794541787.0,15273000.0,65425.0,12144.314665647687,233.4428735192969
THA,2006,834013962.0,15360000.0,65824.0,12670.362815994165,233.3495381623724
THA,2007,879343393.0,14160000.0,66196.0,13283.935479485166,213.9102060547465
THA,2008,894517940.0,15655000.0,66546.0,13442.099299732516,235.25080395515883
THA,2009,888339206.0,12501000.0,66881.0,13282.385221512835,186.9140712608962
THA,2010,955085378.0,16378000.0,67209.0,14210.676814117156,243.68760136291272
THA,2011,963107708.0,16881000.0,67530.0,14261.923707981638,249.97778764993336
THA,2012,1032863544.0,19047000.0,67844.0,15224.095631153823,280.7470078415188
THA,2013,1060620512.0,20732000.0,68143.0,15564.628971427734,304.24254875775944
THA,2014,1071061409.0,20544000.0,68417.0,15654.901691100165,300.27624713156087
THA,2015,1103409327.0,19403000.0,68657.0,16071.330337765996,282.6077457506154
THA,2016,1139630759.0,22340000.0,68864.0,16549.00614254182,324.4075278810409
THA,2017,1184110263.0,,69038.0,17151.572510791157,
THA,2018,1226986583.0,,69184.0,17735.120591466235,
THA,2019,1271764010.0,,69306.0,18349.984272645946,
THA,2020,1318616112.0,,69411.0,18997.221074469464,
THA,2021,1368016320.0,,69498.0,19684.25451092118,
THA,2022,1419641224.0,,69568.0,20406.526333946644,
THA,2023,1473635212.0,,69620.0,21166.837288135594,
THA,2024,1529900194.0,,69660.0,21962.39153028998,
THA,2025,1588612084.0,,69685.0,22797.045045562172,
THA,2026,1649893673.0,,69699.0,23671.697915321598,
THA,2027,1713549542.0,,69701.0,24584.289206754565,
THA,2028,1779582944.0,,69690.0,25535.70015784187,
THA,2029,1847832012.0,,69665.0,26524.539036819064,
THA,2030,1918306719.0,,69626.0,27551.585887455836,
THA,2031,1991210797.0,,69572.0,28620.864672569423,
THA,2032,2066292733.0,,69504.0,29729.119662177716,
THA,2033,2143526174.0,,69419.0,30878.090638009766,
THA,2034,2222858561.0,,69318.0,32067.551876857382,
THA,2035,2304296700.0,,69200.0,33299.08526011561,
THA,2036,2388871342.0,,69063.0,34589.74185888247,
THA,2037,2475636146.0,,68908.0,35926.68697393627,
THA,2038,2564705606.0,,68737.0,37311.86414885724,
THA,2039,2655836453.0,,68546.0,38745.31632772153,
THA,2040,2749159425.0,,68339.0,40228.26533897189,
THA,2041,2844307969.0,,68113.0,41758.66529150089,
THA,2042,2941518354.0,,67872.0,43339.202528288544,
THA,2043,3041043141.0,,67613.0,44977.19582033041,
THA,2044,3142837947.0,,67337.0,46673.26948037483,
THA,2045,3246862848.0,,67046.0,48427.390865972615,
THA,2046,3353241131.0,,66739.0,50244.102114206085,
THA,2047,3462032920.0,,66417.0,52125.70456359065,
THA,2048,3573490528.0,,66081.0,54077.42812608768,
THA,2049,3687566327.0,,65733.0,56099.163692513655,
THA,2050,3804488729.0,,65372.0,58197.52690754452,
USA,1980,6997861906.0,114015000.0,229825.0,30448.65400195801,496.0948547808115
USA,1981,7173945105.0,128523000.0,232035.0,30917.512896761265,553.8948865472881
USA,1982,7031989622.0,83934000.0,234261.0,30017.756357225488,358.29267355641787
USA,1983,7352585554.0,94011000.0,236511.0,31087.710736498513,397.4910257873841
USA,1984,7889088776.0,111152000.0,238794.0,33037.2152399139,465.4723318006315
USA,1985,8220310084.0,105095000.0,241120.0,34092.1951061712,435.86181154611813
USA,1986,8506837494.0,94872000.0,243496.0,34936.25149489108,389.6244702171699
USA,1987,8784795509.0,100518000.0,245921.0,35722.02255602409,408.7410184571468
USA,1988,9152991387.0,110295000.0,248382.0,36850.461736357705,444.05391695050366
USA,1989,9483806486.0,101986000.0,250858.0,37805.47754506533,406.5487247765668
USA,1990,9748318567.0,103052000.0,252530.0,38602.61579614303,408.0782481289352
USA,1991,9741096571.0,89599000.0,254975.0,38204.12421217767,351.40307873320916
USA,1992,10087431143.0,97372000.0,257455.0,39181.33709968733,378.209784234138
USA,1993,10364417549.0,104356000.0,260020.0,39860.078259364665,401.33835858780094
USA,1994,10782895773.0,117471000.0,262741.0,41040.019536349486,447.09809279861156
USA,1995,11076080098.0,112583000.0,265659.0,41692.84721390956,423.78763753533667
USA,1996,11496514943.0,119867000.0,268803.0,42769.295517535145,445.92880287794407
USA,1997,12012366615.0,124017000.0,272137.0,44140.87983258432,455.7153198572778
USA,1998,12546906234.0,135145000.0,275543.0,45535.202251554205,490.4679124492366
USA,1999,13134753835.0,127857000.0,278862.0,47101.26813621074,458.4955999741808
USA,2000,13672251138.0,133262000.0,281982.0,48486.25493116582,472.59044903575403
USA,2001,13805689826.0,114386000.0,284852.0,48466.18533835114,401.5629168831534
USA,2002,14052277074.0,118257000.0,287507.0,48876.29544324138,411.31868093646415
USA,2003,14446693008.0,105767000.0,290027.0,49811.54515958859,364.67984015281337
USA,2004,14993607656.0,123822000.0,292539.0,51253.36333275221,423.26664137089415
USA,2005,15495176228.0,113265000.0,295130.0,52502.884247619695,383.7800291397011
USA,2006,15908374599.0,134040000.0,297827.0,53414.81665194895,450.0599341228297
USA,2007,16191316215.0,120381000.0,300595.0,53864.22334037492,400.4757231490876
USA,2008,16144098863.0,110500000.0,303374.0,53215.1696025368,364.23688252783694
USA,2009,15696014624.0,69400000.0,306076.0,51281.428873874465,226.74107084514958
USA,2010,16093425254.0,92400000.0,308642.0,52142.693651544505,299.3759760499219
USA,2011,16351154165.0,101000000.0,311052.0,52567.26902575775,324.70455100754856
USA,2012,16714808879.0,108300000.0,313336.0,53344.68072293002,345.63535629484005
USA,2013,16995171638.0,106300000.0,315536.0,53861.27617134019,336.88707469195276
USA,2014,17431810499.0,121600000.0,317719.0,54865.495922497554,382.72813398002637
USA,2015,17930636927.0,108333000.0,319929.0,56045.67553113347,338.61575537072287
USA,2016,18196956946.0,102570000.0,322179.0,56480.890889846945,318.36339426219587
USA,2017,18610635383.0,,324459.0,57358.974116914615,
USA,2018,19124824557.0,,326767.0,58527.405022538995,
USA,2019,19629753518.0,,329093.0,59648.043312984475,
USA,2020,20133209032.0,,331432.0,60746.1229814864,
USA,2021,20639388992.0,,333784.0,61834.56664190015,
USA,2022,21150427784.0,,336150.0,62919.61262531608,
USA,2023,21667511159.0,,338524.0,64005.8346202928,
USA,2024,22191525582.0,,340895.0,65097.832417606594,
USA,2025,22723298420.0,,343256.0,66199.27523481016,
USA,2026,23263858108.0,,345602.0,67314.014698989,
USA,2027,23814335904.0,,347930.0,68445.76755094416,
USA,2028,24375097729.0,,350230.0,69597.40093367216,
USA,2029,24942329790.0,,352494.0,70759.58680147748,
USA,2030,25510844731.0,,354712.0,71919.8807229527,
USA,2031,26080027713.0,,356880.0,73077.86290349698,
USA,2032,26649525333.0,,358997.0,74233.28142853561,
USA,2033,27218948086.0,,361061.0,75386.00980443748,
USA,2034,27787665911.0,,363074.0,76534.44176944645,
USA,2035,28355032678.0,,365034.0,77677.78529671209,
USA,2036,28920562213.0,,366942.0,78815.07762262155,
USA,2037,29484044064.0,,368797.0,79946.53986881672,
USA,2038,30045410866.0,,370602.0,81071.90696758247,
USA,2039,30604507656.0,,372358.0,82191.08399980664,
USA,2040,31161256121.0,,374069.0,83303.49780655441,
USA,2041,31715955028.0,,375735.0,84410.4356208498,
USA,2042,32269294086.0,,377360.0,85513.2872747509,
USA,2043,32821922065.0,,378950.0,86612.8039715002,
USA,2044,33374286046.0,,380515.0,87708.20084884959,
USA,2045,33926657203.0,,382059.0,88799.52364163651,
USA,2046,34479353203.0,,383588.0,89886.42294075935,
USA,2047,35032786923.0,,385103.0,90969.9143423967,
USA,2048,35587155727.0,,386607.0,92049.95182963579,
USA,2049,36142430310.0,,388103.0,93125.87202366382,
USA,2050,36698375432.0,,389592.0,94196.94303784471,
VN,1980,40940308.0,,54023.0,757.8310719508357,
VN,1981,43313748.0,,55109.0,785.9650510805858,
VN,1982,46843380.0,,56317.0,831.780457055596,
VN,1983,50166230.0,,57617.0,870.6845201936928,
VN,1984,55573162.0,,58959.0,942.573008361743,
VN,1985,57828271.0,,60307.0,958.8981544430994,
VN,1986,59369592.0,,61648.0,963.0416558525824,
VN,1987,61305758.0,306000.0,62987.0,973.3081111975487,4.858145331576357
VN,1988,64257184.0,126000.0,64333.0,998.8215068471858,1.958559370773942
VN,1989,68814062.0,194000.0,65703.0,1047.350379739129,2.9526810039115414
VN,1990,104421340.0,215000.0,68210.0,1530.8802228412255,3.1520304940624544
VN,1991,110645733.0,263000.0,69670.0,1588.1402755849003,3.7749389981340604
VN,1992,120212216.0,485000.0,71130.0,1690.0353718543513,6.818501335582736
VN,1993,129916624.0,899000.0,72561.0,1790.4469894295835,12.389575667369524
VN,1994,141399930.0,552000.0,73925.0,1912.7484612783226,7.467027392627664
VN,1995,154890162.0,752000.0,75199.0,2059.7369911833935,10.000132980491761
VN,1996,169356931.0,1703000.0,76373.0,2217.4974271012006,22.29845626072041
VN,1997,183163050.0,1720000.0,77454.0,2364.7978154775737,22.20672915536964
VN,1998,193721403.0,2123000.0,78453.0,2469.2669878780926,27.060787987712388
VN,1999,202968862.0,2538000.0,79391.0,2556.572684561222,31.968359133906866
VN,2000,216745001.0,2934000.0,80285.0,2699.694849598306,36.54480911751884
VN,2001,230167788.0,4036000.0,81140.0,2836.674735025881,49.741188070002465
VN,2002,244716281.0,5234000.0,81956.0,2985.9471057640685,63.86353653179755
VN,2003,261599413.0,5230000.0,82748.0,3161.3986199062215,63.20394450621163
VN,2004,281314619.0,6212000.0,83528.0,3367.907994923858,74.37027104683459
VN,2005,302546130.0,7653000.0,84309.0,3588.5389460199976,90.7732270576095
VN,2006,323657662.0,7148000.0,85095.0,3803.48624478524,84.00023503143545
VN,2007,346732850.0,10833000.0,85889.0,4036.987856419332,126.12790927825449
VN,2008,366364071.0,9516000.0,86707.0,4225.311347411397,109.74892453896456
VN,2009,386140028.0,12700000.0,87565.0,4409.753074858676,145.03511677039913
VN,2010,410942722.0,12293000.0,88472.0,4644.890157337914,138.94791572474907
VN,2011,436586792.0,11276000.0,89437.0,4881.500855350694,126.0775741583461
VN,2012,459496104.0,12740000.0,90452.0,5079.9993808871,140.8481846725335
VN,2013,484409445.0,13685000.0,91497.0,5294.265877569756,149.56774539055925
VN,2014,513394833.0,16226000.0,92545.0,5547.515619428386,175.33092009292776
VN,2015,547685956.0,20510000.0,93572.0,5853.096610097037,219.1895011328175
VN,2016,581701700.0,25088000.0,94569.0,6151.082278547939,265.28777929342596
VN,2017,621328648.0,,95540.0,6503.335231316726,
VN,2018,652687294.0,,96491.0,6764.229762361257,
VN,2019,685763561.0,,97429.0,7038.597963645321,
VN,2020,720781018.0,,98360.0,7327.98920292802,
VN,2021,757623258.0,,99284.0,7630.869606381693,
VN,2022,796574601.0,,100195.0,7950.243036079644,
VN,2023,837478655.0,,101084.0,8284.977395037791,
VN,2024,880373555.0,,101943.0,8635.9392503654,
VN,2025,925207392.0,,102764.0,9003.22478689035,
VN,2026,972626941.0,,103543.0,9393.45915223627,
VN,2027,1022181442.0,,104284.0,9801.90098193395,
VN,2028,1073836905.0,,104986.0,10228.381927114091,
VN,2029,1127696005.0,,105652.0,10673.68346079582,
VN,2030,1183770150.0,,106284.0,11137.802021000338,
VN,2031,1242320367.0,,106881.0,11623.397675919949,
VN,2032,1303166447.0,,107445.0,12128.68394992787,
VN,2033,1366292796.0,,107981.0,12653.08522795677,
VN,2034,1431658590.0,,108494.0,13195.739764410935,
VN,2035,1499128156.0,,108989.0,13754.85742597877,
VN,2036,1568950797.0,,109466.0,14332.768138051997,
VN,2037,1641056954.0,,109928.0,14928.470944618295,
VN,2038,1715334213.0,,110375.0,15540.966822197055,
VN,2039,1791710292.0,,110808.0,16169.503032272038,
VN,2040,1870062523.0,,111229.0,16812.724406404803,
VN,2041,1949720410.0,,111638.0,17464.666242677224,
VN,2042,2031345505.0,,112037.0,18131.023724305363,
VN,2043,2114859365.0,,112421.0,18811.960087528132,
VN,2044,2199947176.0,,112791.0,19504.634022218084,
VN,2045,2286707814.0,,113145.0,20210.41861328384,
VN,2046,2374391455.0,,113481.0,20923.251072866824,
VN,2047,2463571507.0,,113800.0,21648.255773286466,
VN,2048,2554307334.0,,114099.0,22386.76354744564,
VN,2049,2646882824.0,,114376.0,23141.94257536546,
VN,2050,2741544993.0,,114630.0,23916.47032190526,
